Common_names,Clade1,Clade2,Family,Genus,Species,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,Taxon group,Prey size
beaked whales,Cetacea,Odontoceti,Zhiphiidae,Mesoplodon,perrini,-0.01202238,0.5785121,-0.2262591,-0.176773,-0.1079612,-0.2528113,-0.003081304,-0.2363391,0.1211177,-0.2517568,0.2231607,-0.1762192,0.00474811,0.5794257,-0.000632314,0.005910827,0.000929658,-0.06994914,Odontoceti,middle
beaked whales,Cetacea,Odontoceti,Zhiphiidae,Mesoplodon,traversii,-0.01218082,0.57863,-0.2076686,-0.07299365,-0.04618773,-0.2866676,0.001897068,-0.2732838,0.03902636,-0.2873495,0.1956351,-0.05253558,0.000661589,0.5803772,0.01103642,-0.07865609,0.01778069,-0.1075209,Odontoceti,middle
beaked whales,Cetacea,Odontoceti,Zhiphiidae,Mesoplodon,eueu,-0.01034111,0.5634108,-0.2247177,-0.0464186,-0.06595617,-0.2822006,-0.005935829,-0.2798014,0.0642756,-0.2827179,0.2517838,-0.04087216,0.001651217,0.5632053,0.001041804,-0.07256416,-0.01180165,-0.1220412,Odontoceti,middle
fur seal,Pinnipedia,Pinnipedia,Otariidae,Arctocephalus,pusillus,-0.01145891,0.5801626,-0.2202594,-0.09408349,-0.04843129,-0.2992391,0.00619002,-0.2763916,0.04653461,-0.2922696,0.20961,-0.08202966,0.003023916,0.5818534,0.006545656,-0.05095479,0.008245466,-0.06704782,Pinnipedia,middle
fur seal,Pinnipedia,Pinnipedia,Otariidae,Arctocephalus,,-0.01761734,0.5594222,-0.231508,-0.03048768,-0.04892429,-0.3127625,-0.000422226,-0.2883976,0.05509327,-0.305632,0.229691,-0.02788864,0.01012414,0.5594742,-0.002611436,-0.04566292,0.006174872,-0.108065,Pinnipedia,middle
fur seal,Pinnipedia,Pinnipedia,Otariidae,Arctocephalus,gazella,-0.006726591,0.5708475,-0.2234482,-0.06121596,-0.02527424,-0.2791839,0.01004682,-0.2487224,0.03284944,-0.2781179,0.2413961,-0.06237042,0.01263829,0.5705574,-0.02428007,-0.08356953,-0.01720149,-0.1282248,Pinnipedia,middle
fur seal,Pinnipedia,Pinnipedia,Otariidae,Callorhinus,ursinus,-0.007511648,0.5628527,-0.2362418,-0.05099155,-0.03924585,-0.291816,0.000290277,-0.2674571,0.05759069,-0.2875145,0.2560184,-0.04922589,0.01545902,0.5627054,-0.02470979,-0.07203804,-0.02164923,-0.1065151,Pinnipedia,middle
sea lion,Pinnipedia,Pinnipedia,Otariidae,Eumetopias,jubatus,-0.01278797,0.5608544,-0.2647619,-0.1003472,-0.02818722,-0.3101551,0.008544962,-0.28223,0.05374896,-0.3082307,0.2721201,-0.09324096,0.02599663,0.5521205,-0.02727887,0.01109706,-0.0273947,-0.02986798,Pinnipedia,middle
sea lion,Pinnipedia,Pinnipedia,Otariidae,Neophoca,cinerea,-0.007010211,0.5812788,-0.1959918,-0.08817246,-0.08269514,-0.2931775,0.006149663,-0.2929236,0.0903201,-0.2927651,0.1997714,-0.08009777,0.006981107,0.5831231,-0.006854528,-0.03755037,-0.01067057,-0.07971507,Pinnipedia,middle
sea lion,Pinnipedia,Pinnipedia,Otariidae,Otaria,byronia,-0.007415409,0.5644584,-0.1821648,-0.04411562,-0.1239944,-0.2453786,0.003327621,-0.2797609,0.1330309,-0.2527626,0.1832105,-0.02871397,0.01091008,0.5619184,-0.01018489,-0.1163647,-0.006719647,-0.1592804,Pinnipedia,middle
sea lion,Pinnipedia,Pinnipedia,Otariidae,Phocarctos,hookeri,-0.000415936,0.5762294,-0.188147,-0.08435075,-0.1092458,-0.2718374,-0.006363399,-0.2900096,0.1389005,-0.2699187,0.2037805,-0.07499782,0.01380901,0.5763394,-0.02704089,-0.06887929,-0.02527703,-0.09257532,Pinnipedia,middle
sea lion,Pinnipedia,Pinnipedia,Otariidae,Zalophus,californianus,-0.01352359,0.5393429,-0.2953446,-0.1642449,-0.1139631,-0.2873934,0.000861582,-0.2365364,0.1223456,-0.2813565,0.2942308,-0.1589041,0.005972626,0.5377972,-0.001411114,0.06164291,0.000831891,-0.01034771,Pinnipedia,middle
walrus,Pinnipedia,Pinnipedia,Odobenidae,Odobenus,rosmarus,-0.005856577,0.5931354,-0.1666391,-0.1019835,-0.03811724,-0.2598408,0.001474906,-0.2522958,0.04702215,-0.2608659,0.1768006,-0.09579432,0.007353524,0.5932041,-0.009593322,-0.09969914,-0.01244495,-0.1158601,Pinnipedia,small
seal,Pinnipedia,Pinnipedia,Phocidae,Cystophora,cristata,-0.01095312,0.5736803,-0.1912589,-0.08272361,-0.1320456,-0.2515217,0.005077127,-0.2612886,0.1198267,-0.2684276,0.2136203,-0.07788315,0.000907868,0.5768433,-0.006482807,-0.09323435,0.001308418,-0.1154446,Pinnipedia,middle
seal,Pinnipedia,Pinnipedia,Phocidae,Erignathus,barbatus,0.003552581,0.5829822,-0.1877914,-0.08215833,-0.02278504,-0.253939,0.01045129,-0.2481127,0.04948086,-0.250951,0.2053524,-0.07873909,0.01801042,0.5801108,-0.03308933,-0.1151946,-0.04318184,-0.1339983,Pinnipedia,small
seal,Pinnipedia,Pinnipedia,Phocidae,Halichoerus,grypus,0.00082492,0.5872666,-0.1602449,-0.08296743,-0.03240438,-0.2567088,0.001321489,-0.2522775,0.05951405,-0.2571577,0.1768118,-0.08001723,0.01462016,0.5887312,-0.02710528,-0.1127257,-0.0333379,-0.1341435,Pinnipedia,small
seal,Pinnipedia,Pinnipedia,Phocidae,Histriophoca,fasciata,-0.00385142,0.5932287,-0.1612171,-0.09372726,-0.03396308,-0.2678917,0.007192062,-0.2577559,0.04418367,-0.2689507,0.1669585,-0.08936643,0.007514422,0.5932813,-0.01061967,-0.09303006,-0.01619736,-0.1157881,Pinnipedia,small
seal,Pinnipedia,Pinnipedia,Phocidae,Hydrurga,leptonyx,-0.005849137,0.5844515,-0.1958433,-0.08350582,-0.03526884,-0.2651892,0.005549362,-0.2473724,0.04365822,-0.2617385,0.2032462,-0.07645678,0.008780353,0.5830871,-0.007102418,-0.104177,-0.0171704,-0.1290989,Pinnipedia,small
seal,Pinnipedia,Pinnipedia,Phocidae,Leptonychotes,weddellii,-0.005783486,0.5824273,-0.1702583,-0.09516372,-0.1230448,-0.2422839,0.01446324,-0.2674845,0.1293955,-0.2486326,0.1853376,-0.0857291,0.01490625,0.579681,-0.01527579,-0.09657653,-0.02974016,-0.126238,Pinnipedia,small
seal,Pinnipedia,Pinnipedia,Phocidae,Lobodon,carcinophagus,-0.003888753,0.5928858,-0.1916973,-0.131594,-0.03050045,-0.2554491,0.01080184,-0.2473512,0.04867729,-0.2539642,0.1925764,-0.1214235,0.01607046,0.5942231,-0.01713206,-0.07663123,-0.02490738,-0.1006955,Pinnipedia,tiny
seal,Pinnipedia,Pinnipedia,Phocidae,Mirounga,angustirostris,-0.007094835,0.5796536,-0.1995787,-0.05889271,-0.03560901,-0.2839307,0.001415121,-0.2678648,0.0528736,-0.2834133,0.2063594,-0.05683886,0.01157608,0.5768216,-0.01775286,-0.07175893,-0.01218876,-0.1337759,Pinnipedia,middle
seal,Pinnipedia,Pinnipedia,Phocidae,Neomonachus,schauinslandi,-0.006527622,0.5928383,-0.1804328,-0.1353565,-0.08253598,-0.2403072,0.004082706,-0.2312123,0.09030438,-0.2420868,0.1827361,-0.1405888,0.001567849,0.594178,-0.004381094,-0.09030723,-0.004813549,-0.1071574,Pinnipedia,small
seal,Pinnipedia,Pinnipedia,Phocidae,Ommatophoca,rossii,-0.007555044,0.5378462,-0.28616,-0.1771559,-0.09673039,-0.2871429,0.004158275,-0.2547381,0.1044977,-0.285789,0.2943891,-0.1636073,0.007141427,0.5369451,-0.01083369,0.0696596,-0.008907341,0.02398229,Pinnipedia,middle
seal,Pinnipedia,Pinnipedia,Phocidae,Pagophilus,groenlandicus,-0.003014263,0.5919681,-0.183706,-0.1014415,-0.03687747,-0.2649293,0.01023528,-0.2548069,0.05803469,-0.2695896,0.1817961,-0.09989658,0.009774973,0.5919751,-0.006686333,-0.08249797,-0.02955697,-0.1107814,Pinnipedia,small
seal,Pinnipedia,Pinnipedia,Phocidae,Phoca,,-0.0212551,0.4979894,-0.3494035,-0.04167561,-0.05942266,-0.2890059,0.005220364,-0.2728998,0.07007511,-0.2901459,0.3529438,-0.03525504,0.01993232,0.5002129,-0.01211881,-0.01402877,-0.005971567,-0.05519128,Pinnipedia,small
seal,Pinnipedia,Pinnipedia,Phocidae,Pusa,hispida,-0.01053054,0.5174791,-0.3213394,-0.0745628,-0.07813136,-0.2831753,0.009746485,-0.2615851,0.1025754,-0.2860274,0.3429379,-0.05782119,0.03068287,0.518396,-0.03219277,-0.009224753,-0.04374864,-0.06347849,Pinnipedia,small
Gavialidae,Crocodylia,Crocodylia,Gavialidae,Gavialis,,-0.005092251,0.5910831,-0.1512103,-0.1138036,-0.01615771,-0.2426629,-3.52E-06,-0.2188688,0.02399208,-0.2460779,0.1595592,-0.09984442,0.008676063,0.5940988,-0.008726609,-0.1195001,-0.01103691,-0.1444242,Crocodilia,middle
Gavialidae,Crocodylia,Crocodylia,Gavialidae,Tomistoma,,-0.004883081,0.5638547,-0.2302831,-0.03292652,-0.04221863,-0.292726,0.005645542,-0.2667378,0.0680041,-0.2846612,0.2271579,-0.04467224,0.008883149,0.5646058,-0.01411476,-0.09625106,-0.01819109,-0.1104858,Crocodilia,middle
Alligatoridae,Crocodylia,Crocodylia,Alligatoridae,Alligator,sinensis,-0.00783874,0.4978607,-0.2460309,0.059883,-0.03930821,-0.2689615,0.01076785,-0.2583423,0.05931264,-0.2713064,0.2667814,0.05773386,0.02194387,0.4964159,-0.02615032,-0.1453878,-0.03947756,-0.1678955,Crocodilia,middle
Alligatoridae,Crocodylia,Crocodylia,Alligatoridae,Alligator,mississippiensis,-0.02162143,0.558905,-0.2606409,-0.163631,-0.0789297,-0.2941781,0.001165243,-0.2823463,0.06769716,-0.2929158,0.2611186,-0.1379275,0.008542967,0.557569,0.01166599,0.05740439,0.01100199,-0.002879609,Crocodilia,large
Alligatoridae,Crocodylia,Crocodylia,Alligatoridae,Caiman,latirostros,-0.01450472,0.5397491,-0.2662654,-0.05092781,-0.07381595,-0.3342056,-0.004190178,-0.3148731,0.08640091,-0.3302172,0.2595816,-0.03841726,0.008143054,0.535913,-0.002242113,0.0344459,0.006892806,-0.041467,Crocodilia,large
Alligatoridae,Crocodylia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,-0.000708949,0.5527263,-0.2415579,-0.04935165,-0.06212529,-0.3209429,0.002883768,-0.3194078,0.09499183,-0.3143743,0.2333746,-0.03688327,0.01374335,0.5544718,-0.01933403,-0.0177752,-0.02126738,-0.04846286,Crocodilia,large
Alligatoridae,Crocodylia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,-0.004732141,0.5570313,-0.2280725,-0.04349849,-0.05141498,-0.3235387,0.007233367,-0.3027502,0.06272597,-0.3240014,0.2297248,-0.02503247,0.01066608,0.5578581,-0.01262398,-0.01652017,-0.0135066,-0.07954794,Crocodilia,large
Alligatoridae,Crocodylia,Crocodylia,Alligatoridae,Melanosuchus,niger,-0.0169117,0.5212653,-0.2915517,-0.1300891,-0.0273017,-0.3124996,0.002045639,-0.3030541,0.0280749,-0.3131984,0.3011862,-0.1367026,0.00031809,0.518657,0.002281114,0.110173,0.001859159,0.04544864,Crocodilia,large
Crocodylidae,Crocodylia,Crocodylia,Crocodylidae,Mecistops,leptorhynchus,-0.00674471,0.5471616,-0.2556882,-0.03573112,-0.04275524,-0.3213342,-0.001530438,-0.2998216,0.05550358,-0.3177418,0.2582559,-0.01548581,0.008442539,0.543643,-0.004288618,-0.03137734,-0.0111948,-0.06931272,Crocodilia,middle
Crocodylidae,Crocodylia,Crocodylia,Crocodylidae,Osteolaemus,tetraspis,-0.01020028,0.5377218,-0.2676271,-0.04926125,-0.05627217,-0.3287111,0.01300196,-0.3088865,0.06624898,-0.32898,0.2705769,-0.03587878,0.01662787,0.5391582,-0.01971592,0.003754849,-0.01264029,-0.0289172,Crocodilia,middle
Crocodylidae,Crocodylia,Crocodylia,Crocodylidae,Crocodylus,siamensis,-0.01311158,0.5767262,-0.2382992,-0.1383443,-0.0500384,-0.280696,0.00865996,-0.2714482,0.06720209,-0.2797839,0.2345875,-0.1327769,0.01820001,0.5823096,-0.01631378,-0.003545691,-0.01088663,-0.05244074,Crocodilia,middle
Crocodylidae,Crocodylia,Crocodylia,Crocodylidae,Crocodylus,porosus,6.14E-05,0.5677795,-0.2039763,-0.04750617,-0.03478059,-0.2721017,0.01024257,-0.2631265,0.04727323,-0.269732,0.215185,-0.02465602,0.01544281,0.5666888,-0.01408075,-0.1118644,-0.03536733,-0.1454815,Crocodilia,large
Crocodylidae,Crocodylia,Crocodylia,Crocodylidae,Crocodylus,niloticus,-0.006116368,0.5997012,-0.1260027,-0.142277,-0.03498254,-0.2280458,0.002588229,-0.2284085,0.03457953,-0.2301091,0.112147,-0.1237017,0.002219259,0.5982291,0.002378955,-0.1059422,0.01318861,-0.1394459,Crocodilia,large
Crocodylidae,Crocodylia,Crocodylia,Crocodylidae,Crocodylus,acutus,-0.00883706,0.5670577,-0.2249273,-0.05209057,-0.03643984,-0.2740894,0.002968462,-0.2586957,0.05103821,-0.2730995,0.2297653,-0.04425154,0.01519483,0.5689882,-0.02016245,-0.07605616,-0.008600139,-0.1577629,Crocodilia,large
sandhill crane,Gruiformes,Aves,Gruidae,Grus,canadensis,-0.007641854,0.5796737,-0.1819061,-0.07491443,-0.05907186,-0.2454355,0.003755492,-0.2316209,0.0621053,-0.2462885,0.1817659,-0.05751481,0.009455475,0.5781276,-0.005431024,-0.1189272,-0.00303138,-0.1830999,Bird,small
limpkin,Gruiformes,Aves,Aramidae,Aramus,guarauna,-0.009151911,0.5541948,-0.2791224,-0.06925405,-0.02377827,-0.2947674,0.008480432,-0.2761267,0.03408279,-0.2919812,0.2727484,-0.06536917,0.005290455,0.5562481,0.004267037,-0.02646919,-0.01281653,-0.08647521,Bird,small
wilson's snipe,Charadriiformes,Aves,Scolopacidae,Gallinago,delicate,-0.009744327,0.5829653,-0.1922749,-0.09174074,-0.02908407,-0.2403134,0.005554734,-0.2385287,0.03298836,-0.2382589,0.1685945,-0.07808366,0.004666025,0.585995,0.0073491,-0.1273219,0.01195052,-0.154713,Bird,small
black-necked stilt,Charadriiformes,Aves,Recurvirostridae,Himantopus,mexicanus,-0.0114467,0.5838516,-0.2062537,-0.0815114,-0.02942175,-0.2709578,0.003597634,-0.2648347,0.02876141,-0.2732956,0.1943069,-0.07675857,-0.000873955,0.5845683,0.008593286,-0.08368553,0.01273684,-0.1173764,Bird,small
whimbrel,Charadriiformes,Aves,Scolopacidae,Numenius,phaeopus,-0.01088545,0.5866363,-0.2025073,-0.1167085,-0.1065202,-0.261475,-0.002090118,-0.2316112,0.1149689,-0.2608324,0.2012685,-0.1133201,0.004384361,0.5835554,-0.000801441,-0.07224389,0.002182732,-0.1140007,Bird,small
scarlet ibis,Pelecaniformes,Aves,Threskiornithidae,Eudocimus,ruber,0.006923115,0.5696954,-0.2048811,-0.06141355,-0.0500121,-0.2387761,0.000966624,-0.2546447,0.08836786,-0.2351833,0.2164821,-0.06331006,0.01611211,0.5702031,-0.04734005,-0.1073304,-0.02661859,-0.1792405,Bird,small
brown palican,Pelecaniformes,Aves,Pelecanidae,Pelecanus,occidentalis,-0.001506938,0.5314514,-0.2648432,-0.02837202,-0.08344655,-0.3016044,0.001269041,-0.3045068,0.1279129,-0.2814616,0.2858237,-0.03185528,0.02935178,0.5351696,-0.05457647,-0.02170768,-0.03998428,-0.09711315,Bird,middle
roseate spoonbill,Pelecaniformes,Aves,Threskiornithidae,Platalea,ajaja,-0.006644832,0.5861252,-0.1926083,-0.08522088,-0.02863376,-0.2688277,0.005066132,-0.2584761,0.02928007,-0.2657455,0.2011049,-0.08200532,0.002886537,0.5861498,-0.003464307,-0.0781341,-0.006986425,-0.1338654,Bird,small
eurasian oystercatcher,Charadriiformes,Aves,Haematopodidae,Haematopus,ostralegus,-0.01032167,0.384672,-0.2111978,-0.1159814,-0.08920544,-0.355733,0.008745579,-0.352406,0.08835116,-0.3531764,0.2149743,-0.0913138,0.006044373,0.38432,-0.002340579,0.304371,-0.005049911,0.1952477,Bird,small
black-billed whistling duck,Anseriformes,Aves,Anatidae,Dendrocygna,autumnalis,-0.01022457,0.3730692,-0.2130009,-0.08406056,-0.04605511,-0.3739257,0.01118047,-0.3557387,0.06120426,-0.3691205,0.1925335,-0.06793715,0.008043754,0.3760602,-0.00186677,0.2842116,-0.001814706,0.2174416,Bird,small
northern shoveler,Anseriformes,Aves,Anatidae,Spatula,clypeata,-0.007920403,0.3551315,-0.203722,-0.1913523,-0.08702083,-0.3042619,-0.002770655,-0.3133071,0.1020752,-0.2962328,0.2091848,-0.1783766,0.004363357,0.3509118,-0.00578739,0.3166824,-0.008402018,0.260805,Bird,small
Chilean Flamingo,Phoenicopteriformes,Aves,Phoenicopteridae,Phoenicopterus,chilensis,-0.01257229,0.3394766,-0.2106396,-0.09619763,-0.09944428,-0.3576816,0.000882829,-0.319625,0.1148226,-0.3617559,0.208846,-0.09296706,0.002700203,0.342191,-0.002030002,0.3077114,-0.002565477,0.2388482,Bird,small
Puna Flamingo,Phoenicopteriformes,Aves,Phoenicopteridae,Phoenicoparrus,jamesi,-0.01094837,0.3871654,-0.2037035,-0.1143736,-0.04490976,-0.3644073,0.00338923,-0.3427799,0.05402549,-0.3621769,0.201696,-0.1018502,0.003533759,0.3895516,-0.001479093,0.2882167,-0.001603732,0.2206543,Bird,small
Greater Flamingo,Phoenicopteriformes,Aves,Phoenicopteridae,Phoenicopterus,roseus,-0.009441774,0.3882682,-0.2180409,-0.1073231,-0.1134933,-0.3672311,0.001848569,-0.3226679,0.1278559,-0.3652862,0.2212761,-0.09360385,0.006379638,0.3880499,-0.006996262,0.2787822,-0.009387974,0.2010118,Bird,small
Falkland steamer duck,Anseriformes,Aves,Anatidae,Tachyeres,brachypterus,-0.009960354,0.364231,-0.2121353,-0.047768,-0.1089843,-0.3874088,0.005107583,-0.3538816,0.1181274,-0.3732863,0.2014409,-0.02957469,0.004817662,0.3618136,0.001491227,0.2810931,9.51E-05,0.1847816,Bird,small
Alcidae(auk-murre),Charadriiformes,Aves,Alcidae,Uria,aalge,-0.007817291,0.5782294,-0.2168996,-0.1412611,-0.1326049,-0.281819,0.006884533,-0.2486349,0.1325931,-0.2850007,0.2098978,-0.1291805,0.000322043,0.5766955,0.002449288,-0.01598478,0.005175051,-0.05304392,Bird,small
Alcidae(auk-auklet),Charadriiformes,Aves,Alcidae,Aethia,psittacula,-0.009939418,0.3853519,-0.2004451,-0.08111223,-0.08422299,-0.372071,0.000495832,-0.3519305,0.0888077,-0.3775619,0.2092461,-0.06585217,0.00053548,0.3855746,-0.001388283,0.291217,-0.003089343,0.1863845,Bird,small
Sphenisciformes(Penguin),Sphenischiformes,Aves,Spheniscidae,Aptenodytes,forsteri,-0.01062975,0.4037011,-0.2029881,-0.1039969,-0.04277611,-0.3724956,0.001860807,-0.3465064,0.05185568,-0.3667451,0.2005451,-0.09218206,0.002912169,0.4016753,-0.002720711,0.3062393,0.001940933,0.1703104,Bird,small
Sphenisciformes(Penguin),Sphenischiformes,Aves,Spheniscidae,Pygoscelis,antarctica,-0.01554221,0.3894719,-0.2550123,-0.1544739,-0.06363554,-0.3274488,0.000234095,-0.3294881,0.07599751,-0.3249985,0.2428759,-0.1463691,0.002758508,0.3910571,0.006583145,0.281153,0.005740953,0.2210965,Bird,small
Sphenisciformes(Penguin),Sphenischiformes,Aves,Spheniscidae,Eudyptula,minor,-0.01549146,0.359003,-0.2963707,0.03698221,-0.04168564,-0.3669763,0.007693855,-0.3581744,0.04767015,-0.36872,0.2917374,0.04909491,0.007870433,0.3592658,-0.001747683,0.2368357,0.000323617,0.05268908,Bird,small
Sphenisciformes(Penguin),Sphenischiformes,Aves,Spheniscidae,Spheniscus,demersus,-0.009546409,0.425444,-0.236927,-0.1602962,-0.09750773,-0.3284115,0.004614791,-0.3233224,0.1151397,-0.3367147,0.2282313,-0.1487706,0.00463278,0.4253631,-0.003176863,0.2992088,-0.005460457,0.1474995,Bird,small
Sphenisciformes(Penguin),Sphenischiformes,Aves,Spheniscidae,Eudyptes,chrysolophus,-0.0285609,0.4506058,-0.2365991,-0.04659922,-0.06784822,-0.3831346,0.003022737,-0.3638615,0.07756332,-0.3786618,0.2248958,-0.03414659,0.01902187,0.4471294,0.00424203,0.2270858,0.004262488,0.08158272,Bird,small
Sphenisciformes(Penguin),Sphenischiformes,Aves,Spheniscidae,Eudyptes,sclateri,-0.0146517,0.3528612,-0.2472406,0.02368498,-0.06249377,-0.3832919,0.002743397,-0.3755116,0.07248899,-0.3780918,0.2408303,0.03232823,0.006118684,0.3529764,-0.003756021,0.2609357,0.005960697,0.1141088,Bird,small
Diving petrel,Procellariiformes,Aves,Procellariidae,Pelecanoides,georgicus,-0.01865837,0.4497427,-0.2132518,-0.04643194,-0.07866259,-0.37414,0.002911346,-0.3570457,0.09378007,-0.3691888,0.1932293,-0.03949052,0.009065944,0.4451768,0.00473123,0.2973523,0.006854841,-0.005974729,Bird,small
Diving petrel,Procellariiformes,Aves,Procellariidae,Pelecanoides,urinatrix,-0.027922,0.4054175,-0.2466717,-0.1401966,-0.1182393,-0.3466517,0.005897528,-0.3138537,0.126995,-0.342361,0.2303392,-0.1316045,0.01693847,0.4068771,0.000388885,0.2797889,0.01227398,0.1825842,Bird,small
Duckbilled platypus,Monotremata,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,-0.01320199,0.4781058,-0.2188331,-0.1678948,-0.05874785,-0.3372845,-1.31E-05,-0.3176945,0.07406754,-0.3331574,0.2175416,-0.1587368,0.008618342,0.4784674,-0.005412335,0.2792302,-0.004019153,0.07896465,Platypus,small
